date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:20:37	1361/1361	---MCZ	404	error ('Not%20Found')	text/html	etag:1696261786-ssl-df	https://cargokite.com/robots.txt		(from )
01:20:37	105438/105438	---MCZ	200	added ('OK')	text/html	etag:%22945d3ff87304fa8c90b2d81ca1d5e0c6-ssl-df%22	https://cargokite.com/	C:/My%20Web%20Sites/boy/cargokite.com/index.html	(from )
01:20:40	337430/337430	---M--	200	added ('OK')	image/jpeg	etag:%2296e03b38b8558cb0b1a986adeab2a2b4-ssl%22	https://media.bear.plus/cargokite/og_new.jpg	C:/My%20Web%20Sites/boy/media.bear.plus/cargokite/og_new.jpg	(from https://cargokite.com/)
01:20:40	356/356	---M--	200	added ('OK')	image/png	etag:%22616ffc1468d5a5a628014ab32858efdc-ssl%22	https://cargokite.com/favicon.05eea758.png	C:/My%20Web%20Sites/boy/cargokite.com/favicon.05eea758.png	(from https://cargokite.com/)
01:20:41	2826/2826	---M-Z	200	added ('OK')	application/javascript	etag:%22b9d7033024faaa7c623bfc245f4ccf53-ssl-df%22	https://cargokite.com/index.d13a8d90.js	C:/My%20Web%20Sites/boy/cargokite.com/index.d13a8d90.js	(from https://cargokite.com/)
01:20:41	167787/167787	---MCZ	200	added ('OK')	text/css	etag:%22a59f2b92a5f7e81390c76bf557e5ce14-ssl-df%22	https://cargokite.com/index.78ddb5e8.css	C:/My%20Web%20Sites/boy/cargokite.com/index.78ddb5e8.css	(from https://cargokite.com/)
01:20:42	198474/198474	---M--	200	added ('OK')	image/jpeg	etag:%2279cd7df914fd3e0435c9b96eaa9fb05f-ssl%22	https://cargokite.com/abt-info-1.c54342e9.jpeg	C:/My%20Web%20Sites/boy/cargokite.com/abt-info-1.c54342e9.jpg	(from https://cargokite.com/)
01:20:42	974/974	---M--	200	added ('OK')	image/svg+xml	etag:%221da1852a999439602d4783765de937ef-ssl%22	https://cargokite.com/logo-icon.0188e3e5.svg	C:/My%20Web%20Sites/boy/cargokite.com/logo-icon.0188e3e5.svg	(from https://cargokite.com/)
01:20:43	3506/3506	---MCZ	200	added ('OK')	image/svg+xml	etag:%2231c0ef623f9f1371b63fe49e323ded97-ssl-df%22	https://cargokite.com/backer-sosv.09ab27a2.svg	C:/My%20Web%20Sites/boy/cargokite.com/backer-sosv.09ab27a2.svg	(from https://cargokite.com/)
01:20:44	3558/3558	---MCZ	200	added ('OK')	image/svg+xml	etag:%223407b5e2db578ca174e2c75689bfad24-ssl-df%22	https://cargokite.com/backer-fttf.07405581.svg	C:/My%20Web%20Sites/boy/cargokite.com/backer-fttf.07405581.svg	(from https://cargokite.com/)
